FK_reservaciones_tiporeservaciones,dbo,reservaciones,idtiporeservacion,dbo,tiporeservaciones,idtiporeservacion
FK__saldoscli__saldo__3EFC4F81,dbo,saldosclientes,idcliente,dbo,clientes,idcliente
FK_SalesAreaPriceList_FKIdarearestaurant,dbo,SalesAreaPriceList,FKIdarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_SalesAreaPriceList_FKPriceList,dbo,SalesAreaPriceList,FKPriceList,dbo,PriceLists,PriceListId
FK_serviciominutospatin_productos,dbo,serviciominutospatin,idservicio,dbo,productos,idproducto
FK_stockinsumos_almacen,dbo,stockinsumos,idalmacen,dbo,almacen,idalmacen
FK_stockinsumos_insumos,dbo,stockinsumos,idinsumo,dbo,insumos,idinsumo
FK_stockinsumos_insumospresentaciones,dbo,stockinsumos,idinsumospresentaciones,dbo,insumospresentaciones,idinsumospresentaciones
FK_subgruposproductos_productos1,dbo,subgruposproductos,idproducto,dbo,productos,idproducto
FK_subgruposproductos_subgrupos1,dbo,subgruposproductos,idsubgrupo,dbo,subgrupos,idsubgrupo
FK_subtipogastos_tipogastos,dbo,subtipogastos,idtipogasto,dbo,tipogastos,Idtipogasto
FK_tempcancela_productos,dbo,tempcancela,clave,dbo,productos,idproducto
FK_tempcheqdet_productos,dbo,tempcheqdet,idproducto,dbo,productos,idproducto
FK_tempcheqdetauthsrx_productos,dbo,tempcheqdetauthsrx,idproducto,dbo,productos,idproducto
FK_tempchequesinfo_tempcheques,dbo,tempchequesinfo,folio,dbo,tempcheques,folio
FK_tempchequespagos_formasdepago,dbo,tempchequespagos,idformadepago,dbo,formasdepago,idformadepago
FK_tempexplosioninsumosdetalle_tempexplosionproductos,dbo,tempexplosioninsumosdetalle,idexplosion,dbo,tempexplosionproductos,id
FK_tempexplosionproductosdetalle_id,dbo,tempexplosionproductosdetalle,id,dbo,tempexplosionproductos,id
FK_tempexplosionproductosdetalle_productos,dbo,tempexplosionproductosdetalle,idproducto,dbo,productos,idproducto
FK_tempfoliosfacturados_facturas,dbo,tempfoliosfacturados,idfactura,dbo,facturas,idfactura
FK_tipoclientesPriceList_PriceLists,dbo,tipoclientesPriceList,FKPriceList,dbo,PriceLists,PriceListId
FK_tipoclientesPriceList_tipoclientes,dbo,tipoclientesPriceList,FKidtipocliente,dbo,tipoclientes,idtipocliente
FK__tiposdeme__desca__4F32B74A,dbo,tiposdemesadetalles,idempresa,dbo,empresas,idempresa
FK__tiposdeme__idtip__5026DB83,dbo,tiposdemesadetalles,idtipomesa,dbo,tiposdemesa,idtipomesa
FK_traspasosalmacen_almacen,dbo,traspasosalmacen,almacenorigen,dbo,almacen,idalmacen
FK_traspasosalmacen_almacen1,dbo,traspasosalmacen,almacendestino,dbo,almacen,idalmacen
FK_traspasosalmacen_empresas,dbo,traspasosalmacen,idempresa,dbo,empresas,idempresa
FK_turnos_estaciones,dbo,turnos,idestacion,dbo,estaciones,idestacion
FK_turnosf_estaciones,dbo,turnosf,idestacion,dbo,estaciones,idestacion
FK_usuarios_empresas,dbo,usuarios,idempresa,dbo,empresas,idempresa
FK_usuariosperfilescatalogo_usuariosperfiles,dbo,usuariosperfilescatalogo,idusuariosperfiles,dbo,usuariosperfiles,idusuariosperfiles
FK_VisibilidadAreaParaVenta_app_list,dbo,VisibilidadAreaParaVenta,FKapp_id,dbo,app_list,app_id
FK_VisibilidadAreaParaVenta_areasrestaurant,dbo,VisibilidadAreaParaVenta,FKidarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_workspace_platform_settings_areasrestaurant,dbo,workspace_platform_settings,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_workspace_platform_settings_workspace_apps,dbo,workspace_platform_settings,idapp,dbo,workspace_apps,idapp
FK_configuracion_idarea,dbo,workspace_settings,idarearestaurant,dbo,areasrestaurant,idarearestaurant
FK_workspace_settings,dbo,workspace_settings,idapp,dbo,workspace_apps,idapp
FK__zonasdomi__idemp__7DB89C09,dbo,zonasdomiciliodescargar,idempresa,dbo,empresas,idempresa
FK__zonasdomi__idzon__7EACC042,dbo,zonasdomiciliodescargar,idzona,dbo,zonasdomicilio,idzona
FK_zonasdomiciliosucursales_zonasdomicilio,dbo,zonasdomiciliosucursales,idzona,dbo,zonasdomicilio,idzona
